0.2273298,-0.0090179,3.7764596
0.0497093,-0.4770862,3.6243878
-0.0829329,-0.9503385,3.4757531
-0.1683778,-1.4414796,3.3444899
-0.1966797,-1.9351965,3.2288852
-0.1610778,-2.4259818,3.1339178
-0.0524346,-2.9136593,3.1323357
0.1267899,-3.3725683,3.1815644
0.3673600,-3.7991131,3.2940821
0.6549289,-4.2038024,3.1948937
0.9646527,-4.5776360,2.9081232
1.3170149,-4.9211528,2.5640242
1.7364642,-5.1977614,2.2451803
2.2042884,-5.3419488,2.1236452
2.6966460,-5.3104804,2.0743572
3.1425583,-5.0959641,2.0981156
3.4757091,-4.7378960,2.1493559
3.6953352,-4.2939341,2.2520988
3.8362730,-3.8237809,2.5405656
3.9653036,-3.3402669,2.4835858
4.1375085,-2.8747914,2.0423610
4.4039220,-2.4576027,1.9680374
4.7645352,-2.1217031,2.0896495
5.1942673,-1.8798965,2.1153652
5.6644258,-1.7242257,2.1346978
6.1536760,-1.6261610,2.2531959
6.6468687,-1.5392047,2.1937579
7.1217989,-1.4083769,1.7905509
7.5498023,-1.1558009,1.7625197
7.8401133,-0.7588610,1.8007403
7.9446982,-0.2830745,1.7820174
7.8709934,0.1863413,1.8638194
7.6433283,0.6222603,2.0043475
7.2776869,0.9789163,2.1875541
6.9036878,1.2850702,2.2371127
6.5170427,1.5261676,1.8453250
6.1357663,1.7602780,1.8968058
5.8443009,2.2604989,1.8819059
5.7148521,2.8036751,1.7910817
5.7391271,3.2921959,1.7002575
5.9995632,3.5346458,1.7104437
6.4766888,3.4685371,1.8397853
6.9839268,3.2390544,1.9691269
7.4622904,2.9131113,2.2178432
7.7635896,2.6439884,2.5123563
8.1934063,2.4194290,2.5232039
8.6878264,2.2551063,2.4044741
9.1665488,2.1893633,2.1436035
9.6548722,2.2505146,2.1497444
10.1032224,2.4563864,2.1696672
10.4583619,2.7978154,2.1927958
10.6777628,3.2372861,2.2500938
10.7681601,3.7222642,2.3341586
10.7427356,4.2180682,2.4422628
10.6157345,4.6920187,2.5397036
10.3974545,5.1384922,2.6259077
10.1027163,5.5365232,2.6964607
9.7395338,5.8790457,2.7428734
9.3257946,6.1489410,2.7845906
8.8661508,6.3381822,2.8343937
8.3814416,6.4345084,2.9306612
7.8947792,6.4459828,3.0700102
7.4035386,6.3934885,3.2474955
6.9234807,6.2872451,3.4250406
6.4570182,6.1346105,3.6045053
5.9968192,5.9389168,3.7851601
5.5590503,5.7134713,3.9674887
5.1336598,5.4598330,4.1489553
4.7198298,5.1820723,4.3297604
4.3238612,4.8889823,4.5071333
3.9347546,4.5759478,4.6835534
3.5623236,4.2537500,4.8539826
3.1961507,3.9157416,5.0237151
2.8435314,3.5703312,5.1847370
2.4984853,3.2129726,5.3451454
2.1643153,2.8476387,5.1838888
1.8403570,2.4730156,4.9974882
1.5269651,2.0878954,4.7851737
1.2283034,1.6944691,4.5701168
0.9430891,1.2866580,4.3611554
0.6798067,0.8703264,4.1529322
0.4370383,0.4344948,4.1355195
0.2273298,-0.0090179,3.7764596
